Date,Venue,Festival,City_Country,Lat,Long,Tour,Set,Last_track_Set,Encores,Last_track_Encore,Encores_Count,Set_Length,Other_Acts,Has_Guitar_Solo,Has_Bass_Solo,Has_Drum_Solo,Has_Doodle,Has_Medley,Kill_'Em_All_Count,Ride_The_Lightning_Count,Master_Of_Puppets_Count,And_Justice_For_All_Count,Metallica_Count,Load_Count,Re_Load_Count,Garage_Inc_Count,St_Anger_Count,Death_Magnetic_Count,Hardwired_To_Self_Destruct_Count
4/18/1998,The Supertop,,"Auckland, New Zealand",-36.8484597,174.7633315,Poor ReTouring Me,"['So What', 'Master of Puppets', 'King Nothing', 'Sad But True', 'Fuel', 'The Memory Remains', 'Bleeding Me', 'Bass/Guitar Doodle', 'Nothing Else Matters', 'Until It Sleeps', 'For Whom the Bell Tolls', 'Wherever I May Roam', 'One', 'Kill/Ride Medley']",Kill/Ride Medley,"[""Low Man's Lyric"", 'The Four Horsemen', 'Motorbreath\\n"", \'', 'Creeping Death', 'Enter Sandman', 'Battery']",Battery,3,20,['Horsehead'],False,False,False,True,True,0,1,1,1,3,3,2,1,0,0,0
4/17/1998,Queens Wharf Entertainment Centre,,"Wellington, New Zealand",-41.2864603,174.776236,Poor ReTouring Me,"['So What', 'Master of Puppets', 'King Nothing', ""Ain't My Bitch"", 'Sad But True', 'Fuel', 'The Memory Remains', 'Bass/Guitar Doodle', 'Nothing Else Matters', 'Until It Sleeps', 'For Whom the Bell Tolls', 'Wherever I May Roam', 'One', 'Kill/Ride Medley']",Kill/Ride Medley,"[""Low Man's Lyric"", 'The Four Horsemen', 'Motorbreath\\n"", \'', 'Creeping Death', 'Enter Sandman', 'Battery']",Battery,3,20,['Horsehead'],False,False,False,True,True,0,1,1,1,3,3,2,1,0,0,0
4/12/1998,Perth Entertainment Centre,,"Perth, Australia",-31.9505269,115.8604572,Poor ReTouring Me,"['Last Caress', 'Master of Puppets', 'King Nothing', ""Ain't My Bitch"", 'Sad But True', 'Fuel', ""Devil's Dance"", 'Bass/Guitar Doodle', 'Nothing Else Matters', 'Until It Sleeps', 'For Whom the Bell Tolls', 'Wherever I May Roam', 'One', 'Seek and Destroy']",Seek and Destroy,"[""Low Man's Lyric"", 'The Four Horsemen', 'Motorbreath\\n"", \'', 'Creeping Death', 'Enter Sandman', 'Whiplash']",Whiplash,3,20,['Horsehead'],False,False,False,True,False,0,1,1,1,3,3,2,0,0,0,0
4/11/1998,Perth Entertainment Centre,,"Perth, Australia",-31.9505269,115.8604572,Poor ReTouring Me,"['So What', 'Master of Puppets', 'King Nothing', ""Ain't My Bitch"", 'Sad But True', 'Fuel', 'The Memory Remains', 'Bleeding Me', 'Bass/Guitar Doodle', 'Nothing Else Matters', 'Until It Sleeps', 'For Whom the Bell Tolls', 'Wherever I May Roam', 'One', 'Kill/Ride Medley']",Kill/Ride Medley,"[""Low Man's Lyric"", 'The Four Horsemen', 'Motorbreath\\n"", \'', 'Creeping Death', 'Enter Sandman', 'Battery']",Battery,3,21,['Horsehead'],False,False,False,True,True,0,1,1,1,3,4,2,1,0,0,0
4/9/1998,Adelaide Entertainment Centre,,"Adelaide, Australia",-34.9284989,138.6007456,Poor ReTouring Me,"['So What', 'Master of Puppets', 'King Nothing', ""Ain't My Bitch"", 'Sad But True', 'Fuel', 'The Memory Remains', 'Bass/Guitar Doodle', 'Nothing Else Matters', 'Until It Sleeps', 'For Whom the Bell Tolls', 'Wherever I May Roam', 'One', 'Kill/Ride Medley']",Kill/Ride Medley,"[""Low Man's Lyric"", 'The Four Horsemen', 'Motorbreath\\n"", \'', 'Creeping Death', 'Enter Sandman', 'Battery']",Battery,3,20,['Horsehead'],False,False,False,True,True,0,1,1,1,3,3,2,1,0,0,0
4/7/1998,National Tennis Centre At Flinders Park,,"Melbourne, Australia",-37.8136276,144.9630576,Poor ReTouring Me,"['Last Caress', 'Master of Puppets', 'King Nothing', ""Ain't My Bitch"", 'Sad But True', 'Fuel', ""Devil's Dance"", 'Bleeding Me', 'Bass/Guitar Doodle', 'Nothing Else Matters', 'Until It Sleeps', 'For Whom the Bell Tolls', 'Wherever I May Roam', 'One', 'Seek and Destroy']",Seek and Destroy,"[""Low Man's Lyric"", 'The Four Horsemen', 'Motorbreath\\n"", \'', 'Creeping Death', 'Enter Sandman', 'Whiplash']",Whiplash,3,21,['Horsehead'],False,False,False,True,False,0,1,1,1,3,4,2,0,0,0,0
4/6/1998,Abc Tv Studios,Recovery,"Melbourne, Australia",-37.8136276,144.9630576,,"['King Nothing', 'Fuel']",Fuel,[],,0,2,,False,False,False,False,False,0,0,0,0,0,1,1,0,0,0,0
4/6/1998,National Tennis Centre At Flinders Park,,"Melbourne, Australia",-37.8136276,144.9630576,Poor ReTouring Me,"['So What', 'Master of Puppets', 'King Nothing', ""Ain't My Bitch"", 'Sad But True', 'Fuel', 'The Memory Remains', 'Bleeding Me', 'Bass/Guitar Doodle', 'Nothing Else Matters', 'Until It Sleeps', 'For Whom the Bell Tolls', 'Wherever I May Roam', 'One', 'Kill/Ride Medley']",Kill/Ride Medley,"[""Low Man's Lyric"", 'The Four Horsemen', 'Motorbreath\\n"", \'', 'Creeping Death', 'Enter Sandman', 'Battery']",Battery,3,21,['Horsehead'],False,False,False,True,True,0,1,1,1,3,4,2,1,0,0,0
4/4/1998,Sydney Entertainment Centre,,"Sydney, Australia",-33.8688197,151.2092955,Poor ReTouring Me,"['Last Caress', 'Master of Puppets', 'King Nothing', ""Ain't My Bitch"", 'Sad But True', 'Fuel', ""Devil's Dance"", 'Bleeding Me', 'Bass/Guitar Doodle', 'Nothing Else Matters', 'Until It Sleeps', 'For Whom the Bell Tolls', 'Wherever I May Roam', 'One', 'Seek and Destroy']",Seek and Destroy,"[""Low Man's Lyric"", 'The Four Horsemen', 'Motorbreath\\n"", \'', 'Creeping Death', 'Enter Sandman', 'Damage, Inc.']","Damage, Inc.",3,21,['Horsehead'],False,False,False,True,False,0,1,1,1,3,4,2,0,0,0,0
4/3/1998,Sydney Entertainment Centre,,"Sydney, Australia",-33.8688197,151.2092955,Poor ReTouring Me,"['So What', 'Master of Puppets', 'King Nothing', ""Ain't My Bitch"", 'Sad But True', 'Fuel', 'The Memory Remains', 'Bleeding Me', 'Bass/Guitar Doodle', 'Nothing Else Matters', 'Until It Sleeps', 'For Whom the Bell Tolls', 'Wherever I May Roam', 'One', 'Kill/Ride Medley']",Kill/Ride Medley,"[""Low Man's Lyric"", 'The Four Horsemen', 'Motorbreath\\n"", \'', 'Creeping Death', 'Enter Sandman', 'Battery']",Battery,3,21,['Horsehead'],False,False,False,True,True,0,1,1,1,3,4,2,1,0,0,0
4/2/1998,Newcastle Entertainment Centre,,"Newcastle, Australia",-32.9282712,151.7816802,Poor ReTouring Me,"['So What', 'Master of Puppets', 'King Nothing', ""Ain't My Bitch"", 'Sad But True', 'Fuel', 'The Memory Remains', 'Bleeding Me', 'Bass/Guitar Doodle', 'Nothing Else Matters', 'Until It Sleeps', 'For Whom the Bell Tolls', 'Wherever I May Roam', 'One', 'Kill/Ride Medley']",Kill/Ride Medley,"[""Low Man's Lyric"", 'The Four Horsemen', 'Motorbreath\\n"", \'', 'Creeping Death', 'Enter Sandman', 'Battery']",Battery,3,21,['Horsehead'],False,False,False,True,True,0,1,1,1,3,4,2,1,0,0,0
3/21/1998,Baker Hamilton Square,"Mtv Reload, Rehearse, Request","San Francisco, California, United States",37.7749295,-122.4194155,,"[""Tuesday's Gone"", 'The Four Horsemen', ""Low Man's Lyric"", 'Helpless', 'Last Caress', 'Fuel', ""Devil's Dance"", 'One', 'For Whom the Bell Tolls', 'Creeping Death', 'Of Wolf and Man', 'Motorbreath', 'So What']",So What,[],,0,13,,False,False,False,False,False,2,2,0,1,1,0,3,3,0,0,0
12/18/1997,Ksjo,Don'T Call Us We'Ll Call You,"San Jose, California, United States",37.3382082,-121.8863286,,"[""Low Man's Lyric"", 'Helpless', 'The Four Horsemen', 'Poor Twisted Me', 'Nothing Else Matters', 'Creeping Death', ""Tuesday's Gone"", 'Last Caress']",Last Caress,[],,0,8,,False,False,False,False,False,1,1,0,0,1,1,1,2,0,0,0
12/8/1997,Mgm Grand,Billboard Music Awards,"Las Vegas, Nevada, United States",36.1699412,-115.1398296,,['The Unforgiven II'],The Unforgiven II,[],,0,1,,False,False,False,False,False,0,0,0,0,0,0,1,0,0,0,0
12/6/1997,Studio 8H At The Ge Building,Saturday Night Live,"New York, New York, United States",40.7127753,-74.0059728,,"['Fuel', 'The Memory Remains']",The Memory Remains,[],,0,2,,False,False,False,False,False,0,0,0,0,0,0,2,0,0,0,0
11/18/1997,Canal + Studios,Nulle Part Ailleurs,"Paris, France",48.856614,2.3522219,,"['Fuel', 'The Memory Remains']",The Memory Remains,[],,0,2,,False,False,False,False,False,0,0,0,0,0,0,2,0,0,0,0
11/18/1997,Élysée Montmartre,,"Paris, France",48.856614,2.3522219,Blitzkrieg '97,"['Helpless', 'The Four Horsemen', 'Of Wolf and Man', 'The Thing That Should Not Be', 'Fuel', 'The Memory Remains', 'King Nothing', 'Am I Evil?', 'Stone Cold Crazy']",Stone Cold Crazy,"['Master of Puppets', 'Damage, Inc.']","Damage, Inc.",1,11,,False,False,False,False,False,1,0,1,0,1,1,2,3,0,0,0
11/16/1997,The Grey Hall,,"Copenhagen, Denmark",55.6760968,12.5683372,Blitzkrieg '97,"['Helpless', 'The Four Horsemen', 'Of Wolf and Man', 'The Thing That Should Not Be', 'Fuel', 'The Memory Remains', 'King Nothing', 'Am I Evil?', 'Stone Cold Crazy']",Stone Cold Crazy,"['Master of Puppets', 'Damage, Inc.']","Damage, Inc.",1,11,,False,False,False,False,False,1,0,1,0,1,1,2,3,0,0,0
11/16/1997,Münchenbryggeriet,,"Stockholm, Sweden",59.3293235,18.0685808,Blitzkrieg '97,"['Helpless', 'The Four Horsemen', 'Of Wolf and Man', 'The Thing That Should Not Be', 'Fuel', 'The Memory Remains', 'King Nothing', 'Am I Evil?', 'Stone Cold Crazy']",Stone Cold Crazy,['Master of Puppets'],Master of Puppets,1,10,,False,False,False,False,False,1,0,1,0,1,1,2,3,0,0,0
11/15/1997,Docks,,"Hamburg, Germany",53.5510846,9.9936819,Blitzkrieg '97,"['Helpless', 'The Four Horsemen', 'Of Wolf and Man', 'The Thing That Should Not Be', 'Fuel', 'The Memory Remains', 'King Nothing', 'No Remorse', 'Stone Cold Crazy']",Stone Cold Crazy,"['Am I Evil?', 'Master of Puppets']",Master of Puppets,1,11,,False,False,False,False,False,2,0,1,0,1,1,2,2,0,0,0
11/14/1997,Riverside Studios,Tfi Friday,"London, England",51.5073509,-0.1277583,,"['The Memory Remains', 'Fuel']",Fuel,[],,0,2,,False,False,False,False,False,0,0,0,0,0,0,2,0,0,0,0
11/14/1997,Virgin Radio,Radio Show,"London, England",51.5073509,-0.1277583,,"[""Low Man's Lyric"", 'The Four Horsemen', 'Nothing Else Matters']",Nothing Else Matters,[],,0,3,,False,False,False,False,False,1,0,0,0,1,0,1,0,0,0,0
11/14/1997,Ministry Of Sound,,"London, England",51.5073509,-0.1277583,Blitzkrieg '97,"['Helpless', 'The Four Horsemen', 'Of Wolf and Man', 'The Thing That Should Not Be', 'Fuel', 'The Memory Remains', 'King Nothing', 'Bleeding Me', 'No Remorse', 'Am I Evil?', 'Stone Cold Crazy']",Stone Cold Crazy,"['The Wait', 'Master of Puppets', 'Damage, Inc.']","Damage, Inc.",2,14,,False,False,False,False,False,2,0,1,0,1,2,2,3,0,0,0
11/13/1997,Bbc Studios,Top Of The Pops,"London, England",51.5073509,-0.1277583,,"['The Memory Remains', 'Fuel']",Fuel,[],,0,2,,False,False,False,False,False,0,0,0,0,0,0,2,0,0,0,0
11/11/1997,Corestates Center Parking Lot,,"Philadelphia, Pennsylvania, United States",39.9525839,-75.1652215,Blitzkrieg '97,"['Helpless', 'The Four Horsemen', 'Of Wolf and Man', 'The Thing That Should Not Be', 'Fuel', 'The Memory Remains', 'King Nothing', 'Bleeding Me', 'No Remorse', 'Am I Evil?', 'Stone Cold Crazy']",Stone Cold Crazy,"['The Wait', 'Master of Puppets', 'Damage, Inc.']","Damage, Inc.",2,14,,False,False,False,False,False,2,0,1,0,1,2,2,3,0,0,0
10/19/1997,Shoreline Amphitheater,Bridge School Benefit,"Mountain View, California, United States",37.3860517,-122.0838511,,"[""Low Man's Lyric"", 'Helpless', ""Tuesday's Gone"", 'Poor Twisted Me', 'Fade to Black', 'The Four Horsemen', 'Nothing Else Matters', 'Last Caress']",Last Caress,[],,0,8,"['Neil Young', 'Lou Reed', 'The Smashing Pumpkins', 'Alanis Morissette', 'Dave Matthews Band', 'Blues Traveler', 'Kacy Crowley']",False,False,False,False,False,1,1,0,0,1,1,1,2,0,0,0
10/18/1997,Shoreline Amphitheater,Bridge School Benefit,"Mountain View, California, United States",37.3860517,-122.0838511,,"[""Low Man's Lyric"", 'Helpless', ""Tuesday's Gone"", 'Poor Twisted Me', 'Fade to Black', 'The Four Horsemen', 'Nothing Else Matters', 'Last Caress']",Last Caress,[],,0,8,"['Neil Young', 'Lou Reed', 'The Smashing Pumpkins', 'Alanis Morissette', 'Dave Matthews Band', 'Blues Traveler', 'Kacy Crowley']",False,False,False,False,False,1,1,0,0,1,1,1,2,0,0,0
8/24/1997,Reading Festival,,"Reading, England",51.4542645,-0.9781303,Blitzkrieg '97,"['So What', 'Master of Puppets', 'King Nothing', 'Sad But True', 'Fuel', 'Hero of the Day', ""Ain't My Bitch"", 'One', 'Until It Sleeps', 'For Whom the Bell Tolls', 'Wherever I May Roam', 'Nothing Else Matters', 'Enter Sandman']",Enter Sandman,"['Stone Cold Crazy', 'Creeping Death', 'Battery', 'Last Caress', 'Motorbreath']",Motorbreath,2,18,"['Terrorvision', 'Bush', 'Marilyn Manson', 'Dinosaur Jr.', '3 Colours Red', 'Descendents', 'Dog Eat Dog', 'Feeder', 'Radish']",False,False,False,False,False,0,1,1,1,4,4,1,1,0,0,0
8/23/1997,Canstatter Wasen,The Blindman'S Ball,"Stuttgart, Germany",48.7758459,9.1829321,Blitzkrieg '97,"['So What', 'Master of Puppets', 'King Nothing', 'Sad But True', 'Fuel', 'Hero of the Day', ""Ain't My Bitch"", 'One', 'Until It Sleeps', 'For Whom the Bell Tolls', 'Wherever I May Roam', 'Nothing Else Matters', 'Enter Sandman']",Enter Sandman,"['Stone Cold Crazy', 'Creeping Death', 'Battery', 'Last Caress']",Last Caress,2,17,"['Bush', 'Die Fantastischen', 'Vier', 'Clawfinger', 'Marilyn Manson', 'Helmet', '3 Colours Red', 'Farmer Boys']",False,False,False,False,False,0,1,1,1,4,4,1,1,0,0,0
8/22/1997,Kempische Steenweg,Pukkelpop Festival,"Hasselt, Belgium",50.93069,5.33248,Blitzkrieg '97,"['So What', 'Master of Puppets', 'King Nothing', 'Sad But True', 'Fuel', 'Hero of the Day', ""Ain't My Bitch"", 'One', 'Until It Sleeps', 'For Whom the Bell Tolls', 'Wherever I May Roam', 'Nothing Else Matters', 'Enter Sandman']",Enter Sandman,"['Stone Cold Crazy', 'Creeping Death', 'Battery']",Battery,1,16,"['Bush', 'Marilyn Manson', 'Dog Eat Dog', '3 Cloours Red', 'Rammstein']",False,False,False,False,False,0,1,1,1,4,4,1,1,0,0,0
5/28/1997,Edmonton Coliseum,,"Edmonton, Alberta, Canada",53.544389,-113.4909267,Poor Touring Me,"['So What', 'Creeping Death', 'Sad But True', ""Ain't My Bitch"", 'Hero of the Day', 'King Nothing', 'One', 'Fuel', 'Bass/Guitar Doodle', 'Nothing Else Matters', 'Until It Sleeps', 'For Whom the Bell Tolls', 'Wherever I May Roam', 'Fade to Black', 'Seek and Destroy']",Seek and Destroy,"['Last Caress', 'Master of Puppets', 'Enter Sandman', 'Breadfan', 'Overkill']",Overkill,2,20,['Corrosion of Conformity'],False,False,False,True,False,0,3,0,1,3,4,1,1,0,0,0
5/27/1997,Olympic Saddledome,,"Calgary, Alberta, Canada",51.0486151,-114.0708459,Poor Touring Me,"['So What', 'Creeping Death', 'Sad But True', ""Ain't My Bitch"", 'King Nothing', 'One', 'Whiplash', 'Bass/Guitar Doodle', 'Nothing Else Matters', 'Until It Sleeps', 'For Whom the Bell Tolls', 'Wherever I May Roam', 'Fade to Black', 'Seek and Destroy', 'Last Caress']",Last Caress,"['Master of Puppets', 'Enter Sandman', 'Am I Evil?', 'Motorbreath']",Motorbreath,2,19,['Corrosion of Conformity'],False,False,False,True,False,1,3,0,1,3,3,0,1,0,0,0
5/26/1997,Saskatchewan Place,,"Saskatoon, Saskatchewan, Canada",52.1332144,-106.6700458,Poor Touring Me,"['So What', 'Creeping Death', 'Sad But True', ""Ain't My Bitch"", 'Hero of the Day', 'King Nothing', 'One', 'Wasting My Hate', 'Bass/Guitar Doodle', 'Nothing Else Matters', 'Until It Sleeps', 'For Whom the Bell Tolls', 'Wherever I May Roam', 'Fade to Black', 'Seek and Destroy']",Seek and Destroy,"['Last Caress', 'Master of Puppets', 'Enter Sandman', 'Motorbreath']",Motorbreath,2,19,['Corrosion of Conformity'],False,False,False,True,False,0,3,0,1,3,5,0,1,0,0,0
5/24/1997,General Motors Place,,"Vancouver, British Columbia, Canada",49.2827291,-123.1207375,Poor Touring Me,"['So What', 'Creeping Death', 'Sad But True', ""Ain't My Bitch"", 'Hero of the Day', 'King Nothing', 'One', 'Wasting My Hate', 'Bass/Guitar Doodle', 'Nothing Else Matters', 'Until It Sleeps', 'For Whom the Bell Tolls', 'Wherever I May Roam', 'Fade to Black', 'Seek and Destroy']",Seek and Destroy,"['Last Caress', 'Master of Puppets', 'Enter Sandman', 'Am I Evil?', 'Motorbreath']",Motorbreath,2,20,['Corrosion of Conformity'],False,False,False,True,False,0,3,0,1,3,5,0,1,0,0,0
5/20/1997,Key Arena,,"Seattle, Washington, United States",47.6062095,-122.3320708,Poor Touring Me,"['So What', 'Creeping Death', 'Sad But True', ""Ain't My Bitch"", 'Hero of the Day', 'King Nothing', 'One', 'Wasting My Hate', 'Bass/Guitar Doodle', 'Nothing Else Matters', 'Until It Sleeps', 'For Whom the Bell Tolls', 'Wherever I May Roam', 'Fade to Black', 'Seek and Destroy']",Seek and Destroy,"['Last Caress', 'Master of Puppets', 'Enter Sandman', 'Am I Evil?', 'Battery']",Battery,2,20,['Corrosion of Conformity'],False,False,False,True,False,0,3,0,1,3,5,0,1,0,0,0
5/18/1997,Rose Garden,,"Portland, Oregon, United States",45.5122308,-122.6587185,Poor Touring Me,"['So What', 'Creeping Death', 'Sad But True', ""Ain't My Bitch"", 'Hero of the Day', 'King Nothing', 'One', 'Wasting My Hate', 'Bass/Guitar Doodle', 'Nothing Else Matters', 'Until It Sleeps', 'For Whom the Bell Tolls', 'Wherever I May Roam', 'Fade to Black', 'Kill/Ride Medley']",Kill/Ride Medley,"['Last Caress', 'Master of Puppets', 'Enter Sandman', 'Motorbreath']",Motorbreath,2,19,['Corrosion of Conformity'],False,False,False,True,True,0,3,0,1,3,5,0,1,0,0,0
5/16/1997,Spokane Arena,,"Spokane, Washington, United States",47.6587802,-117.4260465,Poor Touring Me,"['So What', 'Creeping Death', 'Sad But True', ""Ain't My Bitch"", 'Hero of the Day', 'King Nothing', 'One', 'Wasting My Hate', 'Bass/Guitar Doodle', 'Nothing Else Matters', 'Until It Sleeps', 'For Whom the Bell Tolls', 'Wherever I May Roam', 'Fade to Black', 'Seek and Destroy']",Seek and Destroy,"['Last Caress', 'Master of Puppets', 'Enter Sandman', 'Battery']",Battery,2,19,['Corrosion of Conformity'],False,False,False,True,False,0,3,0,1,3,5,0,1,0,0,0
5/15/1997,Bsu Pavilion,,"Boise, Idaho, United States",43.6150186,-116.2023137,Poor Touring Me,"['So What', 'Creeping Death', 'Sad But True', ""Ain't My Bitch"", 'Hero of the Day', 'King Nothing', 'One', 'Wasting My Hate', 'Bass/Guitar Doodle', 'Nothing Else Matters', 'Until It Sleeps', 'For Whom the Bell Tolls', 'Wherever I May Roam', 'Fade to Black', 'Seek and Destroy']",Seek and Destroy,"['Last Caress', 'Master of Puppets', 'Enter Sandman', 'Motorbreath']",Motorbreath,2,19,['Corrosion of Conformity'],False,False,False,True,False,0,3,0,1,3,5,0,1,0,0,0
5/14/1997,Lawlor Events Center,,"Reno, Nevada, United States",39.5296329,-119.8138027,Poor Touring Me,"['So What', 'Creeping Death', 'Sad But True', ""Ain't My Bitch"", 'Hero of the Day', 'King Nothing', 'One', 'Wasting My Hate', 'Nothing Else Matters', 'Until It Sleeps', 'For Whom the Bell Tolls', 'Wherever I May Roam', 'Fade to Black', 'Seek and Destroy']",Seek and Destroy,"['Last Caress', 'Master of Puppets', 'Enter Sandman', 'Battery']",Battery,2,18,['Corrosion of Conformity'],False,False,False,False,False,0,3,0,1,3,5,0,1,0,0,0
5/11/1997,Myriad Arena,,"Oklahoma City, Oklahoma, United States",35.4675602,-97.5164276,Poor Touring Me,"['So What', 'Creeping Death', 'Sad But True', ""Ain't My Bitch"", 'King Nothing', 'One', 'Whiplash', 'Bass/Guitar Doodle', 'Nothing Else Matters', 'Until It Sleeps', 'For Whom the Bell Tolls', 'Wherever I May Roam', 'Fade to Black', 'Seek and Destroy']",Seek and Destroy,"['Last Caress', 'Master of Puppets', 'Enter Sandman', 'Motorbreath']",Motorbreath,2,18,['Corrosion of Conformity'],False,False,False,True,False,1,3,0,1,3,3,0,1,0,0,0
5/10/1997,Tarrant County Convention Center,,"Ft. Worth, Texas, United States",32.7554883,-97.3307658,Poor Touring Me,"['So What', 'Creeping Death', 'Sad But True', ""Ain't My Bitch"", ""Ain't My Bitch"", 'Hero of the Day', 'Hero of the Day', 'King Nothing', 'One', 'Fuel', 'Bass/Guitar Doodle', 'Nothing Else Matters', 'Until It Sleeps', 'Until It Sleeps', 'For Whom the Bell Tolls', 'For Whom the Bell Tolls', 'Wherever I May Roam', 'Wherever I May Roam', 'Fade to Black', 'Kill/Ride Medley']",Kill/Ride Medley,"['Last Caress', 'Master of Puppets', 'Enter Sandman', 'Am I Evil?', 'Motorbreath']",Motorbreath,2,25,['Corrosion of Conformity'],False,False,False,True,True,0,4,0,1,4,7,1,1,0,0,0
5/9/1997,Tarrant County Convention Center,,"Ft. Worth, Texas, United States",32.7554883,-97.3307658,Poor Touring Me,"['So What', 'Creeping Death', 'Sad But True', ""Ain't My Bitch"", 'Hero of the Day', 'King Nothing', 'One', 'Fuel', 'Bass/Guitar Doodle', 'Nothing Else Matters', 'Until It Sleeps', 'For Whom the Bell Tolls', 'Wherever I May Roam', 'Fade to Black', 'Kill/Ride Medley']",Kill/Ride Medley,"['Last Caress', 'Master of Puppets', 'Enter Sandman', 'Am I Evil?', 'Motorbreath']",Motorbreath,2,20,['Corrosion of Conformity'],False,False,False,True,True,0,3,0,1,3,4,1,1,0,0,0
4/30/1997,Frank Erwin Center,,"Austin, Texas, United States",30.267153,-97.7430608,Poor Touring Me,"['So What', 'Creeping Death', 'Sad But True', ""Ain't My Bitch"", 'Hero of the Day', 'King Nothing', 'One', 'Fuel', 'Bass/Guitar Doodle', 'Nothing Else Matters', 'Until It Sleeps', 'For Whom the Bell Tolls', 'Wherever I May Roam', 'Fade to Black', 'Kill/Ride Medley']",Kill/Ride Medley,"['Last Caress', 'Master of Puppets', 'Enter Sandman', 'Battery']",Battery,2,19,['Corrosion of Conformity'],False,False,False,True,True,0,3,0,1,3,4,1,1,0,0,0
4/29/1997,Alamodome,,"San Antonio, Texas, United States",29.4241219,-98.4936282,Poor Touring Me,"['So What', 'Creeping Death', 'Sad But True', ""Ain't My Bitch"", 'Hero of the Day', 'King Nothing', 'One', 'Wasting My Hate', 'Bass/Guitar Doodle', 'Nothing Else Matters', 'Until It Sleeps', 'For Whom the Bell Tolls', 'Wherever I May Roam', 'Fade to Black', 'Kill/Ride Medley']",Kill/Ride Medley,"['Last Caress', 'Master of Puppets', 'Enter Sandman', 'Battery']",Battery,2,19,['Corrosion of Conformity'],False,False,False,True,True,0,3,0,1,3,5,0,1,0,0,0
4/28/1997,The Summit,,"Houston, Texas, United States",29.7604267,-95.3698028,Poor Touring Me,"['So What', 'Creeping Death', 'Sad But True', ""Ain't My Bitch"", 'Hero of the Day', 'King Nothing', 'One', 'Wasting My Hate', 'Bass/Guitar Doodle', 'Nothing Else Matters', 'Until It Sleeps', 'For Whom the Bell Tolls', 'Wherever I May Roam', 'Fade to Black', 'Kill/Ride Medley']",Kill/Ride Medley,"['Last Caress', 'Master of Puppets', 'Enter Sandman', 'Motorbreath']",Motorbreath,2,19,['Corrosion of Conformity'],False,False,False,True,True,0,3,0,1,3,5,0,1,0,0,0
4/26/1997,Cajundome,,"Lafayette, Louisiana, United States",30.2240897,-92.0198427,Poor Touring Me,"['So What', 'Creeping Death', 'Sad But True', ""Ain't My Bitch"", 'Hero of the Day', 'King Nothing', 'One', 'Wasting My Hate', 'Bass/Guitar Doodle', 'Nothing Else Matters', 'Until It Sleeps', 'For Whom the Bell Tolls', 'Wherever I May Roam', 'Fade to Black', 'Seek and Destroy']",Seek and Destroy,"['Last Caress', 'Master of Puppets', 'Enter Sandman', 'Motorbreath']",Motorbreath,2,19,['Corrosion of Conformity'],False,False,False,True,False,0,3,0,1,3,5,0,1,0,0,0
4/25/1997,Mississippi Coast Coliseum,,"Biloxi, Mississippi, United States",30.3960318,-88.8853078,Poor Touring Me,"['So What', 'Creeping Death', 'Sad But True', ""Ain't My Bitch"", 'Hero of the Day', 'King Nothing', 'One', 'Wasting My Hate', 'Bass/Guitar Doodle', 'Nothing Else Matters', 'Until It Sleeps', 'For Whom the Bell Tolls', 'Wherever I May Roam', 'Fade to Black', 'Seek and Destroy']",Seek and Destroy,"['Last Caress', 'Master of Puppets', 'Enter Sandman', 'Battery']",Battery,2,19,['Corrosion of Conformity'],False,False,False,True,False,0,3,0,1,3,5,0,1,0,0,0
4/23/1997,The Omni,,"Atlanta, Georgia, United States",33.7489954,-84.3879824,Poor Touring Me,"['Last Caress', 'Creeping Death', 'Sad But True', ""Ain't My Bitch"", 'Hero of the Day', 'King Nothing', 'One', 'Fuel', 'Bass/Guitar Doodle', 'Nothing Else Matters', 'Until It Sleeps', 'For Whom the Bell Tolls', 'Wherever I May Roam', 'Fade to Black', 'Kill/Ride Medley']",Kill/Ride Medley,"['So What', 'Master of Puppets', 'Enter Sandman', 'Whiplash']",Whiplash,2,19,['Corrosion of Conformity'],False,False,False,True,True,0,3,0,1,3,4,1,0,0,0,0
4/22/1997,The Omni,,"Atlanta, Georgia, United States",33.7489954,-84.3879824,Poor Touring Me,"['So What', 'Creeping Death', 'Sad But True', ""Ain't My Bitch"", 'Hero of the Day', 'King Nothing', 'One', 'Wasting My Hate', 'Bass/Guitar Doodle', 'Nothing Else Matters', 'Until It Sleeps', 'For Whom the Bell Tolls', 'Wherever I May Roam', 'Fade to Black', 'Seek and Destroy']",Seek and Destroy,"['Last Caress', 'Master of Puppets', 'Enter Sandman', 'Battery']",Battery,2,19,['Corrosion of Conformity'],False,False,False,True,False,0,3,0,1,3,5,0,1,0,0,0
4/20/1997,Orlando Arena,,"Orlando, Florida, United States",28.5383355,-81.3792365,Poor Touring Me,"['Last Caress', 'Creeping Death', 'Sad But True', ""Ain't My Bitch"", 'Hero of the Day', 'King Nothing', 'One', 'Fuel', 'Bass/Guitar Doodle', 'Nothing Else Matters', 'Until It Sleeps', 'For Whom the Bell Tolls', 'Wherever I May Roam', 'Fade to Black', 'Seek and Destroy']",Seek and Destroy,"['So What', 'Master of Puppets', 'Enter Sandman', 'Battery']",Battery,2,19,['Corrosion of Conformity'],False,False,False,True,False,0,3,0,1,3,4,1,0,0,0,0
