Date,City_Country,State,Country,Latitude,Longitude,Tour,Encores_Count,Set_Length,Kill_Em_All_Count,Ride_The_Lightning_Count,Master_Of_Puppets_Count,And_Justice_For_All_Count,Metallica_Count,Load_Count,Re_Load_Count,Garage_Inc_Count,St_Anger_Count,Death_Magnetic_Count,Hardwired_To_Self_Destruct_Count,1 Track,2 Track,3 Track,4 Track,5 Track,6 Track,7 Track,8 Track,9 Track,10 Track,11 Track,12 Track,13 Track,14 Track,15 Track,16 Track,17 Track,18 Track,19 Track,20 Track,21 Track,22 Track,Last_track_Set,1 Encore,2 Encore,3 Encore,4 Encore,Last_track_Encore
03.05.1989,Adelaide,,Australia,-34.9284989,138.6007456,Damaged Justice,3,18,0,1,2,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,,,,Breadfan
01.05.1989,Auckland,,New Zealand,-36.8484597,174.7633315,Damaged Justice,3,18,0,1,2,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,,,,Breadfan
21.04.1989,Minneapolis,Minnesota,United States,44.977753,-93.2650108,Damaged Justice,2,17,0,1,2,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,,,,Whiplash
20.04.1989,La Crosse,Wisconsin,United States,43.8137751,-91.2519017,Damaged Justice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.04.1989,Green Bay,Wisconsin,United States,44.5133188,-88.0132958,Damaged Justice,2,17,0,1,2,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,,,,Whiplash
18.04.1989,Peoria,Illinois,United States,40.6936488,-89.5889864,Damaged Justice,2,17,0,1,2,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,,,,Whiplash
16.04.1989,Dayton,Ohio,United States,39.7589478,-84.1916069,Damaged Justice,3,18,0,1,2,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,,,,Breadfan
15.04.1989,Saginaw,Michigan,United States,43.4194699,-83.9508068,Damaged Justice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.04.1989,Battle Creek,Michigan,United States,42.3211522,-85.1797142,Damaged Justice,2,17,0,1,2,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,,,,Whiplash
12.04.1989,Montreal,Quebec,Canada,45.5016889,-73.567256,Damaged Justice,3,18,0,1,2,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,,,,Breadfan
11.04.1989,Chicoutimi,Quebec,Canada,48.3516735,-71.1385136,Damaged Justice,2,17,0,1,2,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,,,,Whiplash
10.04.1989,Quebec City,Quebec,Canada,46.8138783,-71.2079809,Damaged Justice,2,17,0,1,2,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,,,,Whiplash
08.04.1989,Hamilton,Ontario,Canada,43.2557206,-79.8711024,Damaged Justice,2,18,1,1,2,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),The Four Horsemen,Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,,,Whiplash
07.04.1989,Toronto,Ontario,Canada,43.653226,-79.3831843,Damaged Justice,2,17,0,1,2,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,,,,Whiplash
06.04.1989,Ottawa,Ontario,Canada,45.4215296,-75.6971931,Damaged Justice,2,17,0,1,2,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,,,,Whiplash
04.04.1989,Halifax,Nova Scotia,Canada,44.6487635,-63.5752387,Damaged Justice,2,17,0,1,2,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,,,,Whiplash
03.04.1989,Sydney,Nova Scotia,Canada,46.1367899,-60.194224,Damaged Justice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01.04.1989,Moncton,New Brunswick,Canada,46.0878165,-64.7782313,Damaged Justice,2,17,0,1,2,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,,,,Whiplash
30.03.1989,Portland,Maine,United States,43.6590993,-70.2568189,Damaged Justice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.03.1989,Providence,Rhode Island,United States,41.8239891,-71.4128343,Damaged Justice,3,18,0,1,2,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,,,,Breadfan
18.03.1989,Syracuse,New York,United States,43.0481221,-76.1474244,Damaged Justice,3,18,0,1,2,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,,,,Breadfan
17.03.1989,Hartford,Connecticut,United States,41.7658043,-72.6733723,Damaged Justice,3,18,0,1,2,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,,,,Breadfan
16.03.1989,Worcester,Massachusetts,United States,42.2625932,-71.8022934,Damaged Justice,3,18,0,1,2,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,,,,Breadfan
15.03.1989,Troy,New York,United States,42.7284117,-73.6917851,Damaged Justice,2,17,0,1,2,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,,,,Whiplash
13.03.1989,Buffalo,New York,United States,42.8864468,-78.8783689,Damaged Justice,3,18,0,1,2,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,,,,Breadfan
12.03.1989,Philadelphia,Pennsylvania,United States,39.9525839,-75.1652215,Damaged Justice,3,19,0,1,3,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),Leper Messiah,Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,,,Breadfan
11.03.1989,Norfolk,Virginia,United States,36.8507689,-76.2858726,Damaged Justice,3,19,0,1,3,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),Leper Messiah,Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,,,Breadfan
09.03.1989,Landover,Maryland,United States,38.9340002,-76.8966397,Damaged Justice,3,18,0,1,2,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,,,,Breadfan
08.03.1989,Uniondale,New York,United States,40.7003793,-73.5929056,Damaged Justice,2,18,1,1,2,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),The Four Horsemen,Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,,,Whiplash
07.03.1989,Rochester,New York,United States,43.1565779,-77.6088465,Damaged Justice,2,18,0,1,3,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),Leper Messiah,Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,,,Whiplash
05.03.1989,Binghamton,New York,United States,42.0986867,-75.9179738,Damaged Justice,2,18,1,1,2,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),The Four Horsemen,Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,,,Whiplash
04.03.1989,Pittsburgh,Pennsylvania,United States,40.4406248,-79.9958864,Damaged Justice,3,18,0,1,2,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,,,,Breadfan
02.03.1989,Bethlehem,Pennsylvania,United States,40.6259316,-75.3704579,Damaged Justice,3,18,0,1,2,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,,,,Breadfan
01.03.1989,East Rutherford,New Jersey,United States,40.833989,-74.0970865,Damaged Justice,2,18,0,1,3,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),Leper Messiah,Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,,,Whiplash
27.02.1989,Savannah,Georgia,United States,32.0808989,-81.091203,Damaged Justice,2,17,0,1,2,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,,,,Whiplash
26.02.1989,Charlotte,North Carolina,United States,35.2270869,-80.8431267,Damaged Justice,2,17,0,1,2,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,,,,Whiplash
25.02.1989,Fayetteville,North Carolina,United States,35.0526641,-78.8783585,Damaged Justice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.02.1989,Los Angeles,California,United States,34.0522342,-118.2436849,,0,1,0,0,0,1,0,0,0,0,0,0,0,One,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.02.1989,Greensboro,North Carolina,United States,36.0726354,-79.7919754,Damaged Justice,2,18,0,2,2,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,One,Seek and Destroy,...And Justice for All,Creeping Death,,,,,,,,,,,,,,,,,Breadfan
18.02.1989,Atlanta,Georgia,United States,33.7489954,-84.3879824,Damaged Justice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.02.1989,Jacksonville,Florida,United States,30.3321838,-81.655651,Damaged Justice,2,17,0,1,2,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,,,,Whiplash
15.02.1989,West Palm Beach,Florida,United States,26.7153424,-80.0533746,Damaged Justice,2,18,0,1,3,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),Leper Messiah,Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,,,Whiplash
14.02.1989,Ft. Myers,Florida,United States,26.640628,-81.8723084,Damaged Justice,2,17,0,1,2,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,,,,Whiplash
12.02.1989,Miami,Florida,United States,25.7616798,-80.1917902,Damaged Justice,3,19,0,1,3,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),Leper Messiah,Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,,,Breadfan
11.02.1989,Daytona Beach,Florida,United States,29.2108147,-81.0228331,Damaged Justice,3,19,0,1,3,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),Leper Messiah,Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,,,Breadfan
10.02.1989,Lakeland,Florida,United States,28.0394654,-81.9498042,Damaged Justice,2,18,0,1,3,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),Leper Messiah,Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,,,Whiplash
08.02.1989,Huntsville,Alabama,United States,34.7303688,-86.5861037,Damaged Justice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07.02.1989,Little Rock,Arkansas,United States,34.7464809,-92.2895948,Damaged Justice,2,17,0,1,2,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,,,,Whiplash
05.02.1989,Dallas,Texas,United States,32.7766642,-96.7969879,Damaged Justice,2,19,0,1,3,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),Leper Messiah,Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,,,Breadfan
04.02.1989,Houston,Texas,United States,29.7604267,-95.3698028,Damaged Justice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03.02.1989,Austin,Texas,United States,30.267153,-97.7430608,Damaged Justice,2,18,0,1,3,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),Leper Messiah,Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,,,Whiplash
01.02.1989,San Antonio,Texas,United States,29.4241219,-98.4936282,Damaged Justice,2,18,0,1,3,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),Leper Messiah,Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,,,Whiplash
31.01.1989,Abilene,Texas,United States,32.4487364,-99.7331439,Damaged Justice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.01.1989,Tulsa,Oklahoma,United States,36.1539816,-95.992775,Damaged Justice,3,19,0,1,3,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),Leper Messiah,Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,,,Breadfan
27.01.1989,Shreveport,Louisiana,United States,32.5251516,-93.7501789,Damaged Justice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.01.1989,Corpus Christi,Texas,United States,27.8005828,-97.396381,Damaged Justice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.01.1989,Beaumont,Texas,United States,30.080174,-94.1265562,Damaged Justice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.01.1989,Amarillo,Texas,United States,35.2219971,-101.8312969,Damaged Justice,2,17,0,1,2,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,,,,Whiplash
21.01.1989,El Paso,Texas,United States,31.7618778,-106.4850217,Damaged Justice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.01.1989,Lubbock,Texas,United States,33.5778631,-101.8551665,Damaged Justice,2,18,0,1,3,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),Leper Messiah,Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,,,Whiplash
18.01.1989,Odessa,Texas,United States,31.8456816,-102.3676431,Damaged Justice,2,18,1,1,2,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),The Four Horsemen,Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,,,Whiplash
17.01.1989,Waco,Texas,United States,31.549333,-97.1466695,Damaged Justice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.01.1989,New Orleans,Louisiana,United States,29.9510658,-90.0715323,Damaged Justice,2,18,0,1,3,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),Leper Messiah,Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,,,Whiplash
14.01.1989,Birmingham,Alabama,United States,33.5185892,-86.8103567,Damaged Justice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.01.1989,Memphis,Tennessee,United States,35.1495343,-90.0489801,Damaged Justice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.01.1989,Knoxville,Tennessee,United States,35.9606384,-83.9207392,Damaged Justice,2,18,0,1,3,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),Leper Messiah,Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,,,Whiplash
18.12.1988,Denver,Colorado,United States,39.7392358,-104.990251,Damaged Justice,2,18,0,1,3,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),Leper Messiah,Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,,,Whiplash
16.12.1988,Salt Lake City,Utah,United States,40.7607793,-111.8910474,Damaged Justice,2,18,0,1,3,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),Leper Messiah,Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,,,Whiplash
14.12.1988,Fresno,California,United States,36.7377981,-119.7871247,Damaged Justice,2,18,0,1,3,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),Leper Messiah,Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,,,Whiplash
12.12.1988,Sacramento,California,United States,38.5815719,-121.4943996,Damaged Justice,2,18,0,1,3,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),Leper Messiah,Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,,,Whiplash
11.12.1988,San Francisco,California,United States,37.7749295,-122.4194155,Damaged Justice,3,19,0,1,3,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),Leper Messiah,Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,,,Breadfan
10.12.1988,San Francisco,California,United States,37.7749295,-122.4194155,Damaged Justice,3,19,1,1,2,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),The Four Horsemen,Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,,,Breadfan
08.12.1988,Long Beach,California,United States,33.7700504,-118.1937395,Damaged Justice,3,19,1,1,2,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),The Four Horsemen,Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,,,Breadfan
07.12.1988,Long Beach,California,United States,33.7700504,-118.1937395,Damaged Justice,3,19,0,1,3,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),Leper Messiah,Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,,,Breadfan
05.12.1988,San Diego,California,United States,32.715738,-117.1610838,Damaged Justice,2,18,0,1,3,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),Leper Messiah,Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,,,Whiplash
04.12.1988,Phoenix,Arizona,United States,33.4483771,-112.0740373,Damaged Justice,3,19,0,1,3,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),Leper Messiah,Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,,,Breadfan
02.12.1988,Albuquerque,New Mexico,United States,35.0843859,-106.650422,Damaged Justice,2,18,0,1,3,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),Leper Messiah,Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,,,Whiplash
30.11.1988,Oklahoma City,Oklahoma,United States,35.4675602,-97.5164276,Damaged Justice,2,18,0,1,3,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),Leper Messiah,Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,,,Whiplash
29.11.1988,Kansas City,Missouri,United States,39.0997265,-94.5785667,Damaged Justice,2,18,0,1,3,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),Leper Messiah,Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,,,Whiplash
28.11.1988,St. Louis,Missouri,United States,38.6270025,-90.1994042,Damaged Justice,2,18,0,1,3,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),Leper Messiah,Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,,,Whiplash
26.11.1988,Cleveland,Ohio,United States,41.49932,-81.6943605,Damaged Justice,2,18,0,1,3,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),Leper Messiah,Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,,,Whiplash
25.11.1988,Detroit,Michigan,United States,42.331427,-83.0457538,Damaged Justice,2,18,0,1,3,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),Leper Messiah,Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,,,Whiplash
24.11.1988,Indianapolis,Indiana,United States,39.768403,-86.158068,Damaged Justice,2,18,0,1,3,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),Leper Messiah,Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,,,Whiplash
22.11.1988,Milwaukee,Wisconsin,United States,43.0389025,-87.9064736,Damaged Justice,2,18,0,1,3,5,0,0,0,0,0,0,0,Blackened,For Whom the Bell Tolls,Welcome Home (Sanitarium),Leper Messiah,Harvester of Sorrow,Eye of the Beholder,Bass Solo,Master of Puppets,One,Seek and Destroy,...And Justice for All,,,,,,,,,,,,,,,,,Whiplash
